track,feature_name,source,raw_timestamp,available_at_forecast_origin,aggregation_window,latest_bin_right_edge_minutes_from_t0,future_dependency,leakage_classification,rule,additional_dependencies,upstream_cohort_caveat,builder
A and B (all LGBM heads); B15 persistence only uses current state,lag_fixed_avg_active_gpus_F30_0024,fixed_avg_active_gpus_F30,submit_time/start_time/end_time or timestamp_utc,,"bin [t0-120m,t0-115m) or queued point at left edge",-115,True,TIMESTAMP_AMBIGUOUS,Historical F30 split depends on realized duration/queue and terminal COMPLETED cohort; no available-at ledger,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_fixed_avg_active_gpus_F30_0048,fixed_avg_active_gpus_F30,submit_time/start_time/end_time or timestamp_utc,,"bin [t0-240m,t0-235m) or queued point at left edge",-235,True,TIMESTAMP_AMBIGUOUS,Historical F30 split depends on realized duration/queue and terminal COMPLETED cohort; no available-at ledger,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_fixed_avg_active_gpus_F30_0288,fixed_avg_active_gpus_F30,submit_time/start_time/end_time or timestamp_utc,,"bin [t0-1440m,t0-1435m) or queued point at left edge",-1435,True,TIMESTAMP_AMBIGUOUS,Historical F30 split depends on realized duration/queue and terminal COMPLETED cohort; no available-at ledger,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_fixed_avg_active_gpus_F30_0576,fixed_avg_active_gpus_F30,submit_time/start_time/end_time or timestamp_utc,,"bin [t0-2880m,t0-2875m) or queued point at left edge",-2875,True,TIMESTAMP_AMBIGUOUS,Historical F30 split depends on realized duration/queue and terminal COMPLETED cohort; no available-at ledger,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_fixed_avg_active_gpus_F30_2016,fixed_avg_active_gpus_F30,submit_time/start_time/end_time or timestamp_utc,,"bin [t0-10080m,t0-10075m) or queued point at left edge",-10075,True,TIMESTAMP_AMBIGUOUS,Historical F30 split depends on realized duration/queue and terminal COMPLETED cohort; no available-at ledger,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_flexible_avg_active_gpus_F30_0001,flexible_avg_active_gpus_F30,submit_time/start_time/end_time or timestamp_utc,,"bin [t0-5m,t0-0m) or queued point at left edge",0,True,TIMESTAMP_AMBIGUOUS,Historical F30 split depends on realized duration/queue and terminal COMPLETED cohort; no available-at ledger,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_flexible_avg_active_gpus_F30_0002,flexible_avg_active_gpus_F30,submit_time/start_time/end_time or timestamp_utc,,"bin [t0-10m,t0-5m) or queued point at left edge",-5,True,TIMESTAMP_AMBIGUOUS,Historical F30 split depends on realized duration/queue and terminal COMPLETED cohort; no available-at ledger,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_flexible_avg_active_gpus_F30_0003,flexible_avg_active_gpus_F30,submit_time/start_time/end_time or timestamp_utc,,"bin [t0-15m,t0-10m) or queued point at left edge",-10,True,TIMESTAMP_AMBIGUOUS,Historical F30 split depends on realized duration/queue and terminal COMPLETED cohort; no available-at ledger,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_flexible_avg_active_gpus_F30_0006,flexible_avg_active_gpus_F30,submit_time/start_time/end_time or timestamp_utc,,"bin [t0-30m,t0-25m) or queued point at left edge",-25,True,TIMESTAMP_AMBIGUOUS,Historical F30 split depends on realized duration/queue and terminal COMPLETED cohort; no available-at ledger,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_flexible_avg_active_gpus_F30_0012,flexible_avg_active_gpus_F30,submit_time/start_time/end_time or timestamp_utc,,"bin [t0-60m,t0-55m) or queued point at left edge",-55,True,TIMESTAMP_AMBIGUOUS,Historical F30 split depends on realized duration/queue and terminal COMPLETED cohort; no available-at ledger,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_flexible_avg_active_gpus_F30_0024,flexible_avg_active_gpus_F30,submit_time/start_time/end_time or timestamp_utc,,"bin [t0-120m,t0-115m) or queued point at left edge",-115,True,TIMESTAMP_AMBIGUOUS,Historical F30 split depends on realized duration/queue and terminal COMPLETED cohort; no available-at ledger,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_flexible_avg_active_gpus_F30_0048,flexible_avg_active_gpus_F30,submit_time/start_time/end_time or timestamp_utc,,"bin [t0-240m,t0-235m) or queued point at left edge",-235,True,TIMESTAMP_AMBIGUOUS,Historical F30 split depends on realized duration/queue and terminal COMPLETED cohort; no available-at ledger,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_flexible_avg_active_gpus_F30_0288,flexible_avg_active_gpus_F30,submit_time/start_time/end_time or timestamp_utc,,"bin [t0-1440m,t0-1435m) or queued point at left edge",-1435,True,TIMESTAMP_AMBIGUOUS,Historical F30 split depends on realized duration/queue and terminal COMPLETED cohort; no available-at ledger,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_flexible_avg_active_gpus_F30_0576,flexible_avg_active_gpus_F30,submit_time/start_time/end_time or timestamp_utc,,"bin [t0-2880m,t0-2875m) or queued point at left edge",-2875,True,TIMESTAMP_AMBIGUOUS,Historical F30 split depends on realized duration/queue and terminal COMPLETED cohort; no available-at ledger,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_flexible_avg_active_gpus_F30_2016,flexible_avg_active_gpus_F30,submit_time/start_time/end_time or timestamp_utc,,"bin [t0-10080m,t0-10075m) or queued point at left edge",-10075,True,TIMESTAMP_AMBIGUOUS,Historical F30 split depends on realized duration/queue and terminal COMPLETED cohort; no available-at ledger,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_job_count_0001,arriving_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-5m,t0-0m) or queued point at left edge",0,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_job_count_0002,arriving_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-10m,t0-5m) or queued point at left edge",-5,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_job_count_0003,arriving_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-15m,t0-10m) or queued point at left edge",-10,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_job_count_0006,arriving_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-30m,t0-25m) or queued point at left edge",-25,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_job_count_0012,arriving_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-60m,t0-55m) or queued point at left edge",-55,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_job_count_0024,arriving_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-120m,t0-115m) or queued point at left edge",-115,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_job_count_0048,arriving_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-240m,t0-235m) or queued point at left edge",-235,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_job_count_0288,arriving_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-1440m,t0-1435m) or queued point at left edge",-1435,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_job_count_0576,arriving_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-2880m,t0-2875m) or queued point at left edge",-2875,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_job_count_2016,arriving_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-10080m,t0-10075m) or queued point at left edge",-10075,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_requested_gpus_0001,arriving_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-5m,t0-0m) or queued point at left edge",0,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_requested_gpus_0002,arriving_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-10m,t0-5m) or queued point at left edge",-5,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_requested_gpus_0003,arriving_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-15m,t0-10m) or queued point at left edge",-10,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_requested_gpus_0006,arriving_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-30m,t0-25m) or queued point at left edge",-25,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_requested_gpus_0012,arriving_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-60m,t0-55m) or queued point at left edge",-55,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_requested_gpus_0024,arriving_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-120m,t0-115m) or queued point at left edge",-115,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_requested_gpus_0048,arriving_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-240m,t0-235m) or queued point at left edge",-235,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_requested_gpus_0288,arriving_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-1440m,t0-1435m) or queued point at left edge",-1435,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_requested_gpus_0576,arriving_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-2880m,t0-2875m) or queued point at left edge",-2875,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
